type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime
TRACK,1.24.1-2,-16.447259395396,-71.59915295297527,-16.447259395396,-71.5991529529753,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44739818393826,-71.59877665005219,-16.4473981839383,-71.5987766500522,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44758791502302,-71.598000055627,-16.447587915023,-71.598000055627,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44648622273295,-71.59801115660156,-16.446486222733,-71.5980111566016,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44639760804741,-71.5981915800695,-16.4463976080474,-71.5981915800695,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44624372356188,-71.59831824934854,-16.4462437235619,-71.5983182493485,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44594852038324,-71.59850870229175,-16.4459485203832,-71.5985087022917,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44617972096688,-71.5988224545174,-16.4461797209669,-71.5988224545174,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44626064785229,-71.59895573144671,-16.4462606478523,-71.5989557314467,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.4463453876804,-71.59907724123001,-16.4463453876804,-71.59907724123,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44649581646461,-71.59931646730853,-16.4464958164646,-71.5993164673085,False, , ,0, , , , , , 
TRACK,1.24.1-2,-16.44665226774302,-71.60022210894644,-16.446652267743,-71.6002221089464,False, , ,0, , , , , , 
TRACK,1.24.1-3, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-3,-16.44638409908196,-71.5981119063283,-16.446384099082,-71.5981119063283,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44642379868139,-71.59795829030472,-16.4464237986814,-71.5979582903047,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44642846997746,-71.59766943436858,-16.4464284699775,-71.5976694343686,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44641845574324,-71.59740949177261,-16.4464184557432,-71.5974094917726,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44646759577288,-71.5971230957737,-16.4464675957729,-71.5971230957737,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44654552863417,-71.59680054365523,-16.4465455286342,-71.5968005436552,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44664106370219,-71.59647227074242,-16.4466410637022,-71.5964722707424,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44667515189011,-71.59623472522489,-16.4466751518901,-71.5962347252249,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44671973929424,-71.59594698577521,-16.4467197392942,-71.5959469857752,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44642212783957,-71.59594037969504,-16.4464221278396,-71.595940379695,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44641598125626,-71.59605154615903,-16.4464159812563,-71.596051546159,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44624977310125,-71.59603939315565,-16.4462497731012,-71.5960393931556,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44623258797288,-71.59615845609078,-16.4462325879729,-71.5961584560908,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44620181424242,-71.59638903973233,-16.4462018142424,-71.5963890397323,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44621393418919,-71.59648128619493,-16.4462139341892,-71.5964812861949,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44624191984342,-71.59674479050071,-16.4462419198434,-71.5967447905007,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44627639805491,-71.59689016472528,-16.4462763980549,-71.5968901647253,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44616937090877,-71.59701010008474,-16.4461693709088,-71.5970101000847,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44611044080061,-71.59714184243597,-16.4461104408006,-71.597141842436,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44604424130323,-71.59732866779028,-16.4460442413032,-71.5973286677903,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44596954918447,-71.59742298280035,-16.4459695491845,-71.5974229828004,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44583774632419,-71.5975969144298,-16.4458377463242,-71.5975969144298,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44569427498938,-71.59797374165578,-16.4456942749894,-71.5979737416558,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44579660626993,-71.59810724197555,-16.4457966062699,-71.5981072419755,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.4458459330515,-71.5982781385613,-16.4458459330515,-71.5982781385613,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44594216857793,-71.59842709989476,-16.4459421685779,-71.5984270998947,False, , ,0, , , , , , 
TRACK,1.24.1-3,-16.44627250412296,-71.59823650514747,-16.446272504123,-71.5982365051475,False, , ,0, , , , , , 
TRACK,1.24.1-4, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-4,-16.44677234652956,-71.59773451700133,-16.4467723465296,-71.5977345170013,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44686224714869,-71.59688671071292,-16.4468622471487,-71.5968867107129,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44694811200486,-71.59661809701879,-16.4469481120049,-71.5966180970188,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44701292870423,-71.5963351875078,-16.4470129287042,-71.5963351875078,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44682133894004,-71.59627951750198,-16.44682133894,-71.596279517502,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44683958112092,-71.59613008713652,-16.4468395811209,-71.5961300871365,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44704228862168,-71.59612767329129,-16.4470422886217,-71.5961276732913,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44712594647238,-71.59614326158001,-16.4471259464724,-71.59614326158,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4471491836288,-71.59608907750662,-16.4471491836288,-71.5960890775066,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4471791278259,-71.59592271560828,-16.4471791278259,-71.5959227156083,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44723128370692,-71.59559892092423,-16.4472312837069,-71.5955989209242,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44770879535977,-71.59563047585524,-16.4477087953598,-71.5956304758552,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44769762030856,-71.59507361667053,-16.4476976203086,-71.5950736166705,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4472332321272,-71.59505039813378,-16.4472332321272,-71.5950503981338,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44724728420055,-71.59488645178973,-16.4472472842005,-71.5948864517897,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44716798034961,-71.59487920829163,-16.4471679803496,-71.5948792082916,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44726863829233,-71.59434218272632,-16.4472686382923,-71.5943421827263,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44731966455164,-71.59418769995209,-16.4473196645516,-71.5941876999521,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4476875168796,-71.59420608527783,-16.4476875168796,-71.5942060852778,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44766459592878,-71.59406616601613,-16.4476645959288,-71.5940661660161,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44769690180347,-71.59393157211846,-16.4476969018035,-71.5939315721185,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44771276246357,-71.59374845148862,-16.4477127624636,-71.5937484514886,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44769460092835,-71.59355265316901,-16.4476946009283,-71.593552653169,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44771431751905,-71.59346831717885,-16.447714317519,-71.5934683171788,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44769813796243,-71.59343058035385,-16.4476981379624,-71.5934305803538,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44766057232529,-71.593352562623,-16.4476605723253,-71.593352562623,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4476126591753,-71.59327480647826,-16.4476126591753,-71.5932748064783,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44758003359119,-71.59316469606757,-16.4475800335912,-71.5931646960676,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44759433044808,-71.59305667341869,-16.4475943304481,-71.5930566734187,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44757584591146,-71.59302979929342,-16.4475758459115,-71.5930297992934,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44740860914869,-71.59294509048874,-16.4474086091487,-71.5929450904887,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4473352593799,-71.59313261350911,-16.4473352593799,-71.5931326135091,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44729790356461,-71.5932978002769,-16.4472979035646,-71.5932978002769,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44725407436466,-71.59359923026174,-16.4472540743647,-71.5935992302617,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44712855649774,-71.59420624533114,-16.4471285564977,-71.5942062453311,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4470852992176,-71.5943993441949,-16.4470852992176,-71.5943993441949,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.4470394263402,-71.59462656097838,-16.4470394263402,-71.5946265609784,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44699867798362,-71.59486881261114,-16.4469986779836,-71.5948688126111,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44690968119573,-71.59527529790945,-16.4469096811957,-71.5952752979094,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44678241181,-71.59601047032797,-16.44678241181,-71.596010470328,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44669290572371,-71.59659234412857,-16.4466929057237,-71.5965923441286,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44656623922618,-71.5969035786149,-16.4465662392262,-71.5969035786149,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44652671194833,-71.59710616134232,-16.4465267119483,-71.5971061613423,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44649564555565,-71.59739807792087,-16.4464956455556,-71.5973980779209,False, , ,0, , , , , , 
TRACK,1.24.1-4,-16.44649743044993,-71.59773261849138,-16.4464974304499,-71.5977326184914,False, , ,0, , , , , , 
TRACK,1.24.1-5, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-5,-16.44683400338899,-71.59535234369545,-16.446834003389,-71.5953523436954,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44710876759899,-71.5939439321655,-16.447108767599,-71.5939439321655,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44726355470972,-71.59314903963825,-16.4472635547097,-71.5931490396382,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44736794574014,-71.59282249386283,-16.4473679457401,-71.5928224938628,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44731839330967,-71.59268531271809,-16.4473183933097,-71.5926853127181,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44726161164595,-71.59261919129661,-16.4472616116459,-71.5926191912966,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44713279744757,-71.59254925995862,-16.4471327974476,-71.5925492599586,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.446879930365,-71.59250067840129,-16.446879930365,-71.5925006784013,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44682769353853,-71.59285637691724,-16.4468276935385,-71.5928563769172,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.4469683028114,-71.5928845912623,-16.4469683028114,-71.5928845912623,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44695051492509,-71.59308949786386,-16.4469505149251,-71.5930894978639,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44663297312157,-71.59303353940339,-16.4466329731216,-71.5930335394034,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44665809232154,-71.59312943370492,-16.4466580923215,-71.5931294337049,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44657292464127,-71.59342311552911,-16.4465729246413,-71.5934231155291,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44651174910096,-71.59370423999324,-16.446511749101,-71.5937042399932,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.4464315065183,-71.59425000629176,-16.4464315065183,-71.5942500062917,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44633782753452,-71.59488278755302,-16.4463378275345,-71.594882787553,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.44604380729998,-71.59492227560546,-16.4460438073,-71.5949222756054,False, , ,0, , , , , , 
TRACK,1.24.1-5,-16.4461603564193,-71.59527503388752,-16.4461603564193,-71.5952750338875,False, , ,0, , , , , , 
TRACK,1.24.1-6, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-6,-16.44324816893072,-71.59314701505654,-16.4432481689307,-71.5931470150565,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44331214416098,-71.59317236740176,-16.443312144161,-71.5931723674018,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44360562003948,-71.59304439776091,-16.4436056200395,-71.5930443977609,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.4435756818725,-71.59292182414451,-16.4435756818725,-71.5929218241445,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44425624435312,-71.59293624176642,-16.4442562443531,-71.5929362417664,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44425722206173,-71.59300722641294,-16.4442572220617,-71.5930072264129,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44446505984272,-71.59301222281562,-16.4444650598427,-71.5930122228156,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44445579576116,-71.59237479810922,-16.4444557957612,-71.5923747981092,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44350893650028,-71.59236796878213,-16.4435089365003,-71.5923679687821,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44249767671058,-71.59227033598189,-16.4424976767106,-71.5922703359819,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.4424910075108,-71.59231825838381,-16.4424910075108,-71.5923182583838,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44258913429284,-71.59257870677645,-16.4425891342928,-71.5925787067764,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44260275131498,-71.59271925479683,-16.442602751315,-71.5927192547968,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44250335171295,-71.5928014720843,-16.4425033517129,-71.5928014720843,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44252609098603,-71.59297857053768,-16.442526090986,-71.5929785705377,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44257042381558,-71.59306800314955,-16.4425704238156,-71.5930680031495,False, , ,0, , , , , , 
TRACK,1.24.1-6,-16.44286541762896,-71.59337039110748,-16.442865417629,-71.5933703911075,False, , ,0, , , , , , 
TRACK,1.24.1-7, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-7,-16.44350877963488,-71.59229658305033,-16.4435087796349,-71.5922965830503,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44444080720849,-71.59231532186278,-16.4444408072085,-71.5923153218628,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44475065408762,-71.59230406902223,-16.4447506540876,-71.5923040690222,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44474574336866,-71.59195493699384,-16.4447457433687,-71.5919549369938,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44449337138077,-71.59195386397514,-16.4444933713808,-71.5919538639751,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44451546243712,-71.59229578055186,-16.4445154624371,-71.5922957805519,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.4443870177993,-71.59229362384559,-16.4443870177993,-71.5922936238456,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.4440493265359,-71.59212627864133,-16.4440493265359,-71.5921262786413,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.4437630092613,-71.5920812744463,-16.4437630092613,-71.5920812744463,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44346605053433,-71.59196966263004,-16.4434660505343,-71.59196966263,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44340892927013,-71.59195180832647,-16.4434089292701,-71.5919518083265,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44319572645405,-71.5919546042398,-16.443195726454,-71.5919546042398,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44319718826084,-71.592088379738,-16.4431971882608,-71.592088379738,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44314047846501,-71.59209652317685,-16.443140478465,-71.5920965231768,False, , ,0, , , , , , 
TRACK,1.24.1-7,-16.44313528884185,-71.59227121950889,-16.4431352888419,-71.5922712195089,False, , ,0, , , , , , 
TRACK,1.24.1-8, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-8,-16.44729604022576,-71.59257000453532,-16.4472960402258,-71.5925700045353,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44732704195558,-71.59199660877681,-16.4473270419556,-71.5919966087768,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44739060918477,-71.59144656619186,-16.4473906091848,-71.5914465661918,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44742707768941,-71.59116672966945,-16.4474270776894,-71.5911667296694,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.4472618790612,-71.5910985209369,-16.4472618790612,-71.5910985209369,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44716410818484,-71.59128052145132,-16.4471641081848,-71.5912805214513,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44723677702099,-71.59130839038494,-16.447236777021,-71.5913083903849,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44717574523933,-71.59143599736809,-16.4471757452393,-71.5914359973681,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44720908436715,-71.59151618582527,-16.4472090843671,-71.5915161858253,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.4468953601928,-71.59242044744283,-16.4468953601928,-71.5924204474428,False, , ,0, , , , , , 
TRACK,1.24.1-8,-16.44710818688231,-71.59246212425377,-16.4471081868823,-71.5924621242538,False, , ,0, , , , , , 
TRACK,1.24.1-9, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-9,-16.44724742142924,-71.59099250382479,-16.4472474214292,-71.5909925038248,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44745208269741,-71.59103334417267,-16.4474520826974,-71.5910333441727,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44754142430135,-71.59057446651627,-16.4475414243013,-71.5905744665163,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44760855424307,-71.58998022356968,-16.4476085542431,-71.5899802235697,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44765903948543,-71.5896987238575,-16.4476590394854,-71.5896987238575,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44768924610034,-71.58936498079815,-16.4476892461003,-71.5893649807982,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.4471477280536,-71.58918036710291,-16.4471477280536,-71.5891803671029,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44713337949141,-71.58922625798409,-16.4471333794914,-71.5892262579841,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44718186537487,-71.58969285766477,-16.4471818653749,-71.5896928576648,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.4472044720638,-71.59007464492359,-16.4472044720638,-71.5900746449236,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44717817101592,-71.59020652290094,-16.4471781710159,-71.5902065229009,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44718938795048,-71.59036942298596,-16.4471893879505,-71.5903694229859,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44718920399266,-71.59062103101141,-16.4471892039927,-71.5906210310114,False, , ,0, , , , , , 
TRACK,1.24.1-9,-16.44714008883555,-71.5909731470753,-16.4471400888355,-71.5909731470753,False, , ,0, , , , , , 
TRACK,1.24.1-10, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-10,-16.44802157107672,-71.59022615000536,-16.4480215710767,-71.5902261500054,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44805340578985,-71.59015755946885,-16.4480534057898,-71.5901575594688,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44802691433695,-71.59013402128178,-16.4480269143369,-71.5901340212818,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44808314275184,-71.58969897678504,-16.4480831427518,-71.589698976785,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44811272111721,-71.58946177559842,-16.4481127211172,-71.5894617755984,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44780415609585,-71.58922850570286,-16.4478041560958,-71.5892285057028,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44777188244099,-71.58925236946685,-16.447771882441,-71.5892523694668,False, , ,0, , , , , , 
TRACK,1.24.1-10,-16.44768251320459,-71.59006298567608,-16.4476825132046,-71.5900629856761,False, , ,0, , , , , , 
TRACK,1.24.1-11, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-11,-16.44874824449913,-71.59065627340426,-16.4487482444991,-71.5906562734043,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44881146680652,-71.59060857682343,-16.4488114668065,-71.5906085768234,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44904569879788,-71.5899576500961,-16.4490456987979,-71.5899576500961,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44870619643485,-71.5897886593942,-16.4487061964348,-71.5897886593942,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44827140230444,-71.58960911548918,-16.4482714023044,-71.5896091154892,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44825941740713,-71.58957769717088,-16.4482594174071,-71.5895776971709,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44815586578833,-71.58949886784299,-16.4481558657883,-71.589498867843,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44811167288026,-71.58986589107381,-16.4481116728803,-71.5898658910738,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44820555825402,-71.58987694435032,-16.448205558254,-71.5898769443503,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44811591869616,-71.59019325471796,-16.4481159186962,-71.5901932547179,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44809467154841,-71.59018369528985,-16.4480946715484,-71.5901836952898,False, , ,0, , , , , , 
TRACK,1.24.1-11,-16.44804583093896,-71.59030711328883,-16.448045830939,-71.5903071132888,False, , ,0, , , , , , 
TRACK,1.24.1-12, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-12,-16.44843806541648,-71.5915077316082,-16.4484380654165,-71.5915077316082,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44848302144304,-71.59147972060653,-16.448483021443,-71.5914797206065,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44875594888537,-71.59075097712483,-16.4487559488854,-71.5907509771248,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44822583322286,-71.59048700555557,-16.4482258332229,-71.5904870055556,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44818441970205,-71.59060041427142,-16.448184419702,-71.5906004142714,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44818059216194,-71.59069385933302,-16.4481805921619,-71.590693859333,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44809565802053,-71.59097572799557,-16.4480956580205,-71.5909757279956,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44807023039302,-71.59105010079747,-16.448070230393,-71.5910501007975,False, , ,0, , , , , , 
TRACK,1.24.1-12,-16.44804355759541,-71.59132302606828,-16.4480435575954,-71.5913230260683,False, , ,0, , , , , , 
TRACK,1.24.1-13, , ,0,0, , , , , , , , , , 
TRACK,1.24.1-13,-16.44799456926542,-71.59128930609644,-16.4479945692654,-71.5912893060964,False, , ,0, , , , , , 
TRACK,1.24.1-13,-16.448010596795,-71.59122694787968,-16.448010596795,-71.5912269478797,False, , ,0, , , , , , 
TRACK,1.24.1-13,-16.44802543067899,-71.59104826938419,-16.448025430679,-71.5910482693842,False, , ,0, , , , , , 
