1.24.1.211,"-16.4480203173940 -71.5908195353324",1.24.1-13
1.24.1.212,"-16.4479731817123 -71.5909368635552",1.24.1-13
1.24.1.213,"-16.4479341245476 -71.5911906843233",1.24.1-13
1.24.1.214,"-16.4478471400017 -71.5911411114180",1.24.1-13
1.24.1.215,"-16.4477642550646 -71.5910720409188",1.24.1-13
1.24.1.216,"-16.4476936923273 -71.5910682665191",1.24.1-13
1.24.1.217,"-16.4475703915622 -71.5910046062622",1.24.1-13
1.24.1.218,"-16.4475949961797 -71.5908881633885",1.24.1-13
1.24.1.219,"-16.4476146070637 -71.5908029641153",1.24.1-13
1.24.1.220,"-16.4476467701117 -71.5906221866897",1.24.1-13
1.24.1.221,"-16.4475474549886 -71.5913467423220",1.24.1-14
1.24.1.222,"-16.4477448809906 -71.5915613238528",1.24.1-14
1.24.1.223,"-16.4477388339152 -71.5916775632384",1.24.1-14
1.24.1.224,"-16.4477096492752 -71.5917789952149",1.24.1-14
1.24.1.225,"-16.4476474849208 -71.5917413385913",1.24.1-14
1.24.1.226,"-16.4475010112731 -71.5916827828047",1.24.1-14
1.24.1.227,"-16.4474749570215 -71.5918983175086",1.24.1-15
1.24.1.228,"-16.4475893339683 -71.5919244496418",1.24.1-15
1.24.1.229,"-16.4477064300433 -71.5919767344997",1.24.1-15
1.24.1.230,"-16.4477776338178 -71.5921416061001",1.24.1-15
1.24.1.231,"-16.4478097371267 -71.5921018440163",1.24.1-15
1.24.1.232,"-16.4478127390379 -71.5920212905012",1.24.1-15
1.24.1.233,"-16.4478418268433 -71.5919375942899",1.24.1-15
1.24.1.234,"-16.4478679051833 -71.5918654080351",1.24.1-15
1.24.1.235,"-16.4478929781106 -71.5917796244549",1.24.1-15
1.24.1.236,"-16.4479169689486 -71.5916928854279",1.24.1-15
1.24.1.237,"-16.4479597692527 -71.5916221924297",1.24.1-15
1.24.1.238,"-16.4479925847875 -71.5915369844941",1.24.1-15
1.24.1.239,"-16.4479963288728 -71.5914357447041",1.24.1-15
1.24.1.240,"-16.4483460752851 -71.5916022756656",1.24.1-15
1.24.1.241,"-16.4483052599204 -71.5917017624312",1.24.1-15
1.24.1.242,"-16.4482644094446 -71.5917955055176",1.24.1-15
1.24.1.243,"-16.4482041846532 -71.5919652404155",1.24.1-15
1.24.1.244,"-16.4481135745359 -71.5920649687498",1.24.1-15
1.24.1.245,"-16.4480894094494 -71.5921509847025",1.24.1-15
1.24.1.246,"-16.4481035195881 -71.5922601326064",1.24.1-15
1.24.1.247,"-16.4480602770203 -71.5923763593073",1.24.1-15
1.24.1.248,"-16.4480151023972 -71.5924614005228",1.24.1-15
1.24.1.249,"-16.4478972173124 -71.5925890144739",1.24.1-15
1.24.1.250,"-16.4475595658271 -71.5925464069046",1.24.1-15
1.24.1.251,"-16.4474224220500 -71.5925750512836",1.24.1-15
1.24.1.252,"-16.4474386872596 -71.5925039415402",1.24.1-15
1.24.1.253,"-16.4474393991239 -71.5924310001829",1.24.1-15
1.24.1.254,"-16.4474228369021 -71.5923425014251",1.24.1-15
1.24.1.255,"-16.4474668654892 -71.5922500078627",1.24.1-15
1.24.1.256,"-16.4474262411432 -71.5921729868833",1.24.1-15
1.24.1.257,"-16.4474270260812 -71.5921151276624",1.24.1-15
1.24.1.258,"-16.4474476626515 -71.5920126433715",1.24.1-15
1.24.1.259,"-16.4476505572388 -71.5931684890744",1.24.1-16
1.24.1.260,"-16.4477264296889 -71.5931287961869",1.24.1-16
1.24.1.261,"-16.4477911794326 -71.5931115792042",1.24.1-16
1.24.1.263,"-16.4478506402395 -71.5930538172175",1.24.1-16
1.24.1.264,"-16.4480414374835 -71.5930699166166",1.24.1-16
1.24.1.265,"-16.4480613304578 -71.5929770300141",1.24.1-16
1.24.1.266,"-16.4481266338632 -71.5929210039918",1.24.1-16
1.24.1.267,"-16.4481784486966 -71.5928118078446",1.24.1-16
1.24.1.268,"-16.4482023445751 -71.5927467638458",1.24.1-16
1.24.1.269,"-16.4482020786359 -71.5926848287875",1.24.1-16
1.24.1.270,"-16.4482147568415 -71.5926231485323",1.24.1-16
1.24.1.271,"-16.4482365475518 -71.5925482767566",1.24.1-16
1.24.1.272,"-16.4482931757298 -71.5925683705151",1.24.1-16
1.24.1.273,"-16.4483724888549 -71.5926188357695",1.24.1-16
1.24.1.274,"-16.4484476131549 -71.5926619055723",1.24.1-16
1.24.1.275,"-16.4485462244934 -71.5927132706381",1.24.1-16
1.24.1.276,"-16.4486906677756 -71.5927693296006",1.24.1-16
1.24.1.277,"-16.4488219992041 -71.5928656326495",1.24.1-16
1.24.1.278,"-16.4488324332801 -71.5929773257401",1.24.1-16
1.24.1.279,"-16.4488146639456 -71.5930874198037",1.24.1-16
1.24.1.280,"-16.4487243256210 -71.5933219243766",1.24.1-16
1.24.1.281,"-16.4486691527738 -71.5934365058585",1.24.1-16
1.24.1.282,"-16.4486528859459 -71.5934956195151",1.24.1-16
1.24.1.283,"-16.4486145579579 -71.5935438863901",1.24.1-16
1.24.1.284,"-16.4478403359450 -71.5935159608330",1.24.1-16
1.24.1.285,"-16.4477488248861 -71.5933615402231",1.24.1-16
1.24.1.286,"-16.4484474508306 -71.5939427940576",1.24.1-17
1.24.1.287,"-16.4484907484181 -71.5940011237401",1.24.1-17
1.24.1.288,"-16.4485144161699 -71.5941378505256",1.24.1-17
1.24.1.289,"-16.4487142299575 -71.5942994270012",1.24.1-17
1.24.1.290,"-16.4496210486963 -71.6000025006108",1.24.1-18
1.24.1.291,"-16.4505100237857 -71.5988301686018",1.24.1-19
1.24.1.292,"-16.4488142910395 -71.5963276240300",1.24.1-20
1.24.1.293,"-16.4489078090296 -71.5954824662923",1.24.1-21
1.24.1.294,"-16.4489352880903 -71.5952977651733",1.24.1-21
1.24.1.296,"-16.4488737733411 -71.5933712544088",1.24.1-22
1.24.1.297,"-16.4489714469384 -71.5934259229091",1.24.1-22
1.24.1.298,"-16.4490887898271 -71.5933783778866",1.24.1-22
1.24.1.299,"-16.4490155304339 -71.5933108674314",1.24.1-22
1.24.1.300,"-16.4489316793465 -71.5932794161542",1.24.1-22
1.24.1.301,"-16.4492332637303 -71.5932102736282",1.24.1-22
1.24.1.302,"-16.4496547210598 -71.5933086277118",1.24.1-22
1.24.1.303,"-16.4498628237384 -71.5934145767833",1.24.1-22
1.24.1.304,"-16.4498459917699 -71.5936930899956",1.24.1-22
1.24.1.305,"-16.4499713910002 -71.5935687559691",1.24.1-22
1.24.1.306,"-16.4499322197075 -71.5934116613567",1.24.1-22
1.24.1.307,"-16.4500113859393 -71.5934363018871",1.24.1-22
1.24.1.308,"-16.4500754426845 -71.5934842218752",1.24.1-22
1.24.1.309,"-16.4501521362997 -71.5935322279956",1.24.1-22
1.24.1.310,"-16.4502359539015 -71.5935832404199",1.24.1-22
1.24.1.311,"-16.4505158155599 -71.5942237933082",1.24.1-23
1.24.1.312,"-16.4508625187434 -71.5932997192407",1.24.1-23
1.24.1.313,"-16.4502168866010 -71.5931805238189",1.24.1-24
1.24.1.314,"-16.4498416860820 -71.5928399542249",1.24.1-25
1.24.1.315,"-16.4497914107877 -71.5929701965860",1.24.1-25
1.24.1.316,"-16.4497385477586 -71.5930691192101",1.24.1-25
1.24.1.317,"-16.4495667321565 -71.5927366350639",1.24.1-25
1.24.1.318,"-16.4496730758583 -71.5927453845312",1.24.1-25
1.24.1.319,"-16.4494555085139 -71.5926442235366",1.24.1-26
1.24.1.320,"-16.4493324061063 -71.5928886017341",1.24.1-26
1.24.1.321,"-16.4491331054199 -71.5927092371108",1.24.1-26
1.24.1.322,"-16.4491544409318 -71.5925957323098",1.24.1-26
1.24.1.323,"-16.4491844477410 -71.5924959811486",1.24.1-26
1.24.1.324,"-16.4492505408857 -71.5925246210770",1.24.1-26
1.24.1.325,"-16.4493257366748 -71.5925500564801",1.24.1-26
1.24.1.326,"-16.4493778689184 -71.5925694293057",1.24.1-26
1.24.1.327,"-16.4490505935691 -71.5924137250541",1.24.1-27
1.24.1.328,"-16.4490020457631 -71.5924816000966",1.24.1-27
1.24.1.329,"-16.4489734026030 -71.5925594724789",1.24.1-27
1.24.1.330,"-16.4489400715154 -71.5926617127014",1.24.1-27
1.24.1.331,"-16.4488313981948 -71.5926013816034",1.24.1-27
1.24.1.332,"-16.4487437063756 -71.5925594564629",1.24.1-27
1.24.1.333,"-16.4487573543872 -71.5924460026148",1.24.1-27
1.24.1.334,"-16.4487881688364 -71.5923221349800",1.24.1-27
1.24.1.335,"-16.4488524585043 -71.5923492917412",1.24.1-27
1.24.1.336,"-16.4489318677905 -71.5923836225949",1.24.1-27
1.24.1.337,"-16.4486805766788 -71.5922370837984",1.24.1-28
1.24.1.338,"-16.4486371164609 -71.5923404841435",1.24.1-28
1.24.1.339,"-16.4486038125586 -71.5924475178640",1.24.1-28
1.24.1.340,"-16.4485407377510 -71.5924976020206",1.24.1-28
1.24.1.341,"-16.4482996566697 -71.5923774759634",1.24.1-28
1.24.1.342,"-16.4483178475925 -71.5923168628573",1.24.1-28
1.24.1.343,"-16.4483303558550 -71.5922526663315",1.24.1-28
1.24.1.344,"-16.4483576745685 -71.5921812815652",1.24.1-28
1.24.1.345,"-16.4483929865422 -71.5920993272483",1.24.1-28
1.24.1.346,"-16.4484614374407 -71.5919729250823",1.24.1-29
1.24.1.347,"-16.4484843869775 -71.5918888777916",1.24.1-29
1.24.1.348,"-16.4485049758423 -71.5918239023797",1.24.1-29
1.24.1.349,"-16.4485379868842 -71.5917720094989",1.24.1-29
1.24.1.350,"-16.4485687407001 -71.5916967627428",1.24.1-29
1.24.1.351,"-16.4487080883981 -71.5917425113565",1.24.1-29
1.24.1.352,"-16.4488045331334 -71.5918097431424",1.24.1-29
1.24.1.353,"-16.4487958454580 -71.5918830998714",1.24.1-29
1.24.1.354,"-16.4487595656422 -71.5919318103452",1.24.1-29
1.24.1.355,"-16.4487425466757 -71.5920067323660",1.24.1-29
1.24.1.356,"-16.4487129404747 -71.5920710112746",1.24.1-29
1.24.1.357,"-16.4488707648984 -71.5921060146097",1.24.1-30
1.24.1.358,"-16.4489114314833 -71.5919996917668",1.24.1-30
1.24.1.359,"-16.4489555554610 -71.5918830452669",1.24.1-30
1.24.1.360,"-16.4490247556011 -71.5919292008329",1.24.1-30
1.24.1.361,"-16.4490907945235 -71.5919873359143",1.24.1-30
1.24.1.362,"-16.4491738521807 -71.5920181695365",1.24.1-30
1.24.1.363,"-16.4491449408410 -71.5921174911546",1.24.1-30
1.24.1.364,"-16.4491124462738 -71.5922395016021",1.24.1-30
1.24.1.365,"-16.4490533371209 -71.5922304239936",1.24.1-30
1.24.1.366,"-16.4489812571210 -71.5921969307115",1.24.1-30
1.24.1.367,"-16.4489219529947 -71.5921527733009",1.24.1-30
1.24.1.368,"-16.4492715553669 -71.5922946047351",1.24.1-31
1.24.1.369,"-16.4493104633042 -71.5921942573193",1.24.1-31
1.24.1.370,"-16.4493569742223 -71.5920986836053",1.24.1-31
1.24.1.371,"-16.4496098934747 -71.5921780840996",1.24.1-31
1.24.1.372,"-16.4495176779907 -71.5924402204022",1.24.1-31
1.24.1.373,"-16.4494643840365 -71.5924158456552",1.24.1-31
1.24.1.374,"-16.4494192786300 -71.5923926562465",1.24.1-31
1.24.1.375,"-16.4493685619208 -71.5923524926475",1.24.1-31
1.24.1.376,"-16.4496727582221 -71.5925335761751",1.24.1-32
1.24.1.377,"-16.4497064312812 -71.5924838883257",1.24.1-32
1.24.1.378,"-16.4497202855562 -71.5924366854739",1.24.1-32
1.24.1.379,"-16.4497433130274 -71.5923738221959",1.24.1-32
1.24.1.380,"-16.4497570090750 -71.5923316580042",1.24.1-32
1.24.1.381,"-16.4497809293134 -71.5922656450016",1.24.1-32
1.24.1.382,"-16.4499930703462 -71.5923799767515",1.24.1-32
1.24.1.383,"-16.4499735669309 -71.5924574625035",1.24.1-32
1.24.1.384,"-16.4499550818619 -71.5925410956770",1.24.1-32
1.24.1.385,"-16.4499214272742 -71.5925883677030",1.24.1-32
1.24.1.386,"-16.4498982171062 -71.5926454232593",1.24.1-32
1.24.1.387,"-16.4500879740765 -71.5927117370810",1.24.1-33
1.24.1.388,"-16.4501588540716 -71.5925137780915",1.24.1-33
1.24.1.389,"-16.4502657049372 -71.5925720322668",1.24.1-33
1.24.1.390,"-16.4503675555976 -71.5925877430392",1.24.1-33
1.24.1.391,"-16.4504160058517 -71.5926145665152",1.24.1-33
1.24.1.392,"-16.4504696223039 -71.5926255202167",1.24.1-33
1.24.1.393,"-16.4505219757768 -71.5926729663973",1.24.1-33
1.24.1.394,"-16.4505830041741 -71.5926951492827",1.24.1-33
1.24.1.395,"-16.4507040053204 -71.5927477785820",1.24.1-33
1.24.1.396,"-16.4507799590549 -71.5927913886628",1.24.1-33
1.24.1.397,"-16.4508570699634 -71.5928252736930",1.24.1-33
1.24.1.398,"-16.4507619523047 -71.5930481342731",1.24.1-33
1.24.1.399,"-16.4506291638336 -71.5929907463312",1.24.1-33
1.24.1.400,"-16.4505285678009 -71.5929043875536",1.24.1-33
1.24.1.401,"-16.4504295244874 -71.5928737661024",1.24.1-33
1.24.1.402,"-16.4503711387338 -71.5928406674479",1.24.1-33
